BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
Date	Oct 29, 2022  10:36:33
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay
	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m
0.000000	0.023512	0.275905	-0.898253	-0.243589	-0.034415	0.046784	0.000000	0.000000	-0.882899	-0.201771	-1.270303	0.348597	-0.012286	-0.202577	0.000000	0.000000	0.208249	0.443369	2.184518	0.155416	0.089186	-0.055085	-0.040827	0.071144
0.001042	-0.129076	0.428493	-0.593077	0.004824	-0.411612	0.088746	0.000000	0.000000	-0.959193	-0.125477	-1.671850	0.424100	0.031093	-0.147646	0.000000	0.000000	0.170102	0.595957	3.389159	-0.255745	-0.057774	-0.087129	0.017047	-0.075460
0.002083	0.099806	0.047023	-0.898253	0.600680	0.074075	0.054413	0.000000	0.000000	-0.882899	-0.163624	-2.073397	0.346194	0.084085	-0.121706	0.000000	0.000000	0.131955	0.481516	2.184518	-0.650082	-0.011991	-0.108491	0.005489	-0.297586
0.003125	-0.281664	0.504787	0.627626	-0.164701	-0.308157	0.060135	0.490989	-0.262419	-0.997340	-0.011036	-0.868756	0.416890	0.125061	-0.138490	0.000000	0.000000	0.131955	0.481516	2.987612	-0.168225	-0.108363	-0.084077	0.036271	-0.056308
0.004167	-0.205370	0.352199	-1.203429	0.006503	0.227579	0.023896	0.000000	0.000000	-0.882899	-0.087330	-1.270303	-0.140469	-0.012286	-0.185793	0.000000	0.000000	0.093808	0.367075	1.381424	0.481460	-0.207137	-0.093232	0.149945	0.348524
0.005208	-0.205370	0.504787	0.322450	0.087069	-0.039450	0.050599	0.122345	0.270024	-0.844752	-0.125477	-1.270303	0.504409	0.086489	-0.115602	0.000000	0.000000	0.093808	0.557810	0.176782	-0.092722	0.033791	-0.067292	-0.191144	-0.524500
0.006250	0.023512	-0.029271	-1.813780	0.182742	0.125802	-0.037139	0.000000	0.000000	-0.844752	-0.201771	1.138980	0.509216	0.279231	-0.109499	-0.245159	0.447081	0.131955	0.328928	-1.429406	0.242935	-0.060177	-0.050508	0.000000	0.000000
0.007292	-0.129076	0.047023	-0.593077	-0.322477	-0.091177	0.060135	0.000000	0.000000	-1.073634	0.027111	-0.065662	-0.067370	0.120255	-0.140016	0.000000	0.000000	0.322690	0.557810	-0.224765	0.308825	0.096396	-0.052033	0.000000	0.000000
0.008333	-0.129076	-0.105564	-1.813780	-0.654813	-0.197989	0.086838	0.000000	0.000000	-0.844752	-0.125477	-0.467209	0.022553	0.182860	-0.140016	0.000000	0.000000	0.208249	0.405222	-1.027859	-0.163419	-0.103556	-0.065766	0.000000	0.000000
0.009375	-0.205370	0.199611	-0.898253	-0.409757	0.067361	-0.029510	0.000000	0.000000	-0.959193	0.027111	-1.270303	0.173559	0.079279	-0.184267	0.000000	0.000000	0.093808	0.634104	2.987612	0.143399	-0.110766	-0.094758	0.037075	0.047998
0.010417	0.176100	0.047023	1.543153	0.600680	0.289377	0.102097	-0.187523	0.389255	-0.882899	-0.049183	-0.467209	0.178365	-0.301400	-0.147646	0.000000	0.000000	0.093808	0.481516	0.176782	0.072703	0.033791	-0.048982	-0.191144	0.411256
0.011458	0.176100	0.123317	0.017274	-0.324155	0.235971	0.130707	-13.660335	-18.765317	-1.035487	-0.087330	-1.671850	0.421697	0.411772	-0.152223	0.000000	0.000000	0.131955	0.595957	0.176782	0.386731	0.132565	-0.064240	-0.749879	2.187608
0.012500	-0.129076	0.123317	-0.287902	-0.072385	0.175851	0.088746	0.000000	0.000000	-0.882899	-0.087330	-1.671850	0.421697	0.035900	-0.191896	0.000000	0.000000	0.170102	0.481516	0.578330	-0.489463	0.183154	-0.094758	-0.316695	-0.846339
0.013542	0.023512	0.581081	1.237977	0.169314	0.232614	0.088746	-0.187898	0.136767	-0.997340	-0.049183	-1.671850	0.419293	-0.067681	-0.167482	0.000000	0.000000	0.284543	0.519663	0.578330	-0.170629	-0.291492	-0.094758	0.504025	-0.295037
0.014583	0.023512	-0.181858	-0.898253	-0.065671	-0.248038	0.073487	0.000000	0.000000	-0.882899	0.103405	-4.081132	0.409680	0.325014	-0.138490	0.000000	0.000000	0.131955	0.672251	0.979877	0.221305	0.036194	-0.100862	-0.036937	0.225850
0.015625	0.023512	-0.029271	-1.813780	0.014895	0.018991	0.004822	0.000000	0.000000	-0.959193	-0.049183	0.335885	0.178365	0.079279	-0.159853	-0.236030	0.531029	0.131955	0.595957	3.790706	0.467040	0.180751	-0.067292	-0.047683	0.123207
0.016667	-0.052782	0.275905	0.322450	0.092104	0.070718	-0.031417	-0.219315	0.285640	-0.959193	-0.316212	-3.278038	0.596735	0.223836	-0.152223	0.000000	0.000000	0.208249	0.748545	0.979877	0.055880	0.233743	-0.079499	-0.238544	0.057028
0.017708	-0.205370	0.199611	-0.898253	0.261630	-0.253073	0.023896	0.000000	0.000000	-1.264368	-0.125477	-2.474944	0.263481	0.204610	-0.165956	0.000000	0.000000	0.131955	0.672251	2.184518	0.301615	-0.204734	-0.064240	0.093720	0.138069
0.018750	-0.129076	0.428493	-0.287902	-0.246946	0.282663	0.115449	0.000000	0.000000	-0.959193	0.027111	-0.065662	0.093249	0.127465	-0.153749	0.000000	0.000000	0.093808	0.672251	1.381424	0.622853	-0.110766	-0.105439	0.080183	0.450877
0.019792	-0.052782	0.275905	0.932802	0.259951	0.177530	0.121171	-0.190319	0.278678	-0.997340	-0.011036	-2.073397	0.336581	0.076876	-0.129335	0.000000	0.000000	0.170102	0.672251	0.979877	-0.099932	0.134969	-0.096284	-0.137741	-0.101985
0.020833	0.023512	0.275905	-0.593077	0.176028	-0.087821	0.042969	0.000000	0.000000	-1.149928	-0.011036	-4.081132	0.095652	0.308191	-0.141542	0.000000	0.000000	0.093808	0.443369	-0.224765	0.155416	0.081977	-0.062715	0.000000	0.000000
0.021875	0.176100	0.657375	-0.593077	0.167635	0.022348	0.002915	0.000000	0.000000	-0.844752	-0.125477	-2.073397	0.504409	0.086489	-0.149171	0.000000	0.000000	0.131955	0.595957	-1.027859	-0.496673	-0.204734	-0.079499	0.000000	0.000000
0.022917	-0.052782	0.199611	-0.287902	-0.409757	-0.356528	0.023896	0.000000	0.000000	-1.149928	-0.239918	0.737433	0.270691	0.115448	-0.153749	-0.156554	0.367072	0.093808	0.443369	2.184518	-0.487060	0.081977	-0.093232	-0.037526	-0.222960
0.023958	-0.205370	0.428493	0.017274	-0.498716	-0.092856	0.025803	5.375413	-28.870560	-0.997340	-0.087330	-2.073397	0.180768	0.173247	-0.138490	0.000000	0.000000	0.208249	0.481516	-0.224765	0.153012	-0.103556	-0.099336	0.000000	0.000000
0.025000	0.023512	0.733669	0.017274	-0.001890	0.018991	0.115449	-1.099385	-0.109392	-0.997340	-0.011036	-1.270303	0.336581	-0.115867	-0.144594	0.000000	0.000000	0.055661	0.405222	1.381424	0.157819	-0.016798	-0.056611	0.012160	0.114244
0.026042	0.176100	0.504787	-1.508605	-0.416471	-0.351492	0.018174	0.000000	0.000000	-1.035487	0.141552	-2.876491	0.487586	0.074472	-0.167482	0.000000	0.000000	0.055661	0.557810	1.782971	0.067896	-0.161355	-0.071870	0.090498	0.038080
0.027083	0.099806	-0.029271	0.322450	-0.572568	-0.139548	-0.042861	0.432774	-1.775681	-0.921046	-0.011036	-0.868756	0.416890	-0.159246	-0.169008	0.000000	0.000000	0.246396	0.557810	0.979877	0.228515	0.043404	-0.091706	-0.044295	0.233208
0.028125	-0.357958	0.352199	1.237977	-0.161344	0.010599	0.065857	-0.008561	-0.130329	-0.882899	-0.163624	-1.270303	-0.135663	0.084086	-0.143068	0.000000	0.000000	0.170102	0.519663	-1.027859	-0.010010	0.279526	-0.102387	0.000000	0.000000
0.029167	0.023512	0.352199	-1.203429	-0.329191	-0.087821	0.033433	0.000000	0.000000	-0.921046	0.027111	-2.073397	0.012940	0.178054	-0.143068	0.000000	0.000000	0.208249	0.519663	2.184518	-0.170629	0.089186	-0.079499	-0.040827	-0.078108
0.030208	0.252394	0.428493	0.627626	0.340518	0.130838	-0.000900	-0.208465	0.542549	-0.921046	-0.087330	-2.073397	0.341387	0.081682	-0.147646	0.000000	0.000000	0.131955	0.557810	1.381424	-0.333651	-0.108363	-0.099336	0.078443	-0.241527
0.031250	0.023512	0.123317	0.322450	0.095461	-0.034415	0.115449	0.106729	0.296050	-1.035487	-0.201771	0.335886	0.509216	-0.214641	-0.132387	0.639032	1.516040	0.170102	0.710398	0.578330	-0.182645	-0.202331	-0.058137	0.349854	-0.315815
0.032292	0.099806	0.428493	0.017274	-0.666563	0.020669	0.025803	-1.196550	-38.587170	-0.997340	-0.049183	-1.270303	0.178365	0.173247	-0.140016	0.000000	0.000000	0.170102	0.634104	2.987612	-0.017220	-0.009588	-0.082551	0.003209	-0.005764
0.033333	-0.281664	-0.029271	-0.593077	-0.152952	0.119089	0.004822	0.000000	0.000000	-0.921046	-0.011036	-1.270303	0.175962	-0.014689	-0.175111	0.000000	0.000000	0.131955	0.557810	0.578330	-0.173032	0.277122	-0.105439	-0.479177	-0.299193
0.034375	-0.052782	0.809963	0.017274	0.164279	0.230936	0.092560	-13.368790	9.510037	-0.921046	-0.201771	-0.868756	0.268288	0.033497	-0.164430	0.000000	0.000000	0.322690	0.710398	-1.027859	-0.343264	0.192767	-0.091706	0.000000	0.000000
0.035417	-0.434252	0.047023	-0.287902	0.097140	-0.151297	0.102097	0.000000	0.000000	-1.035487	-0.278065	0.335885	0.674641	-0.021899	-0.132387	0.065197	2.008546	0.131955	0.748545	0.979877	0.377118	0.132565	-0.064240	-0.135288	0.384862
0.036458	-0.281664	0.504787	-0.898253	0.087069	-0.041129	0.006730	0.000000	0.000000	-0.921046	-0.087330	-0.868756	0.261078	-0.062875	-0.169008	0.000000	0.000000	0.246396	0.824839	3.790706	-0.029236	0.091590	-0.050508	-0.024162	-0.007713
0.037500	0.099806	0.123317	0.627626	-0.324155	0.127481	0.094468	-0.203116	-0.516479	-0.959193	0.027111	-0.868756	0.253868	-0.065278	-0.156801	0.000000	0.000000	0.284543	0.481516	0.979877	-0.248535	-0.050564	-0.041352	0.051603	-0.253639
0.038542	-0.052782	0.352199	-0.593077	0.342196	-0.089499	0.165040	0.000000	0.000000	-0.997340	-0.163624	-1.671850	-0.376591	-0.067681	-0.135439	0.000000	0.000000	0.055661	0.672251	-0.626312	-0.260551	-0.257726	-0.103913	0.000000	0.000000
0.039583	0.023512	0.504787	-0.287902	0.254916	0.072397	0.144059	0.000000	0.000000	-1.035487	-0.087330	-0.467209	0.341387	-0.311013	-0.143068	0.000000	0.000000	0.055661	0.634104	2.184518	0.143399	-0.016798	-0.047456	0.007690	0.065643
0.040625	0.328688	0.352199	0.322450	0.258273	-0.134512	0.144059	0.417158	0.800970	-0.882899	-0.163624	-2.073397	-0.135663	0.276828	-0.216310	0.000000	0.000000	0.017514	0.557810	2.586065	-0.092722	-0.356501	-0.076448	0.137855	-0.035855
0.041667	-0.129076	0.428493	1.237977	-0.163022	-0.411612	0.130707	0.332488	-0.131685	-1.035487	-0.125477	0.335885	0.022553	-0.118270	-0.172060	0.352114	0.067144	0.093808	0.557810	0.578330	0.148206	0.178348	-0.085603	-0.308384	0.256265
0.042708	-0.129076	0.352199	-2.118956	-0.077421	0.175851	0.102097	0.000000	0.000000	-0.959193	-0.011036	-2.474944	0.256271	0.031093	-0.158327	0.000000	0.000000	0.284543	0.405222	1.381424	-0.324038	0.093993	-0.081025	-0.068041	-0.234568
0.043750	-0.357958	0.504787	0.932802	-0.248624	-0.042807	0.149781	0.045891	-0.266535	-0.959193	-0.087330	-4.081133	0.100459	0.223836	-0.136964	0.000000	0.000000	0.170102	0.367075	1.782971	-0.241325	0.327711	-0.059663	-0.183801	-0.135350
0.044792	-0.281664	0.504787	-0.287902	0.087069	0.065683	-0.008529	0.000000	0.000000	-1.035487	0.027111	-0.868756	0.253868	0.026287	-0.123231	0.000000	0.000000	0.284543	0.672251	-0.224765	-0.019623	-0.098750	-0.091706	0.000000	0.000000
0.045833	-0.129076	0.199611	-0.593077	0.345553	0.122446	-0.008529	0.000000	0.000000	-0.959193	-0.011036	-0.868756	0.256271	0.031093	-0.118654	0.000000	0.000000	0.246396	0.367075	0.979877	0.079913	0.332518	-0.044404	-0.339347	0.081554
0.046875	-0.281664	0.275905	0.322450	-0.579282	-0.254752	0.046784	0.790050	-1.796503	-0.921046	0.103405	-1.671850	0.249061	-0.062875	-0.115602	0.000000	0.000000	0.131955	0.481516	-0.224765	-0.168225	0.084380	-0.093232	0.000000	0.000000
0.047917	-0.052782	0.581081	0.627626	0.001467	0.017313	0.041062	-0.027584	0.002338	-0.997340	-0.125477	0.335885	0.183172	0.269618	-0.124757	-0.802709	0.545340	0.208249	0.481516	0.176782	0.233322	0.137372	-0.065766	-0.777068	1.319824
0.048958	-0.205370	0.275905	0.017274	-0.159666	-0.199667	-0.042861	11.558730	-9.243022	-0.921046	-0.011036	-0.868756	-0.064966	0.033497	-0.184267	0.000000	0.000000	0.170102	0.443369	0.176783	-0.085513	0.231340	-0.053559	-1.308614	-0.483717
0.050000	0.099806	-0.029271	-0.898253	-0.069028	-0.032736	0.014359	0.000000	0.000000	-0.921046	0.027111	1.138980	0.494796	0.274425	-0.124757	-0.240939	0.434421	0.208249	0.367075	1.381424	0.160222	-0.007185	-0.045930	0.005201	0.115983
0.051042	0.176100	0.199611	1.543153	0.261630	-0.137869	0.063950	0.089343	0.169542	-0.959193	-0.125477	-2.073397	0.343790	-0.113464	-0.120180	0.000000	0.000000	0.170102	0.443369	2.987612	0.155416	-0.202331	-0.053559	0.067723	0.052020
0.052083	0.176100	0.428493	0.322450	-0.079099	-0.031058	-0.021881	0.096318	-0.245307	-0.692164	-0.049183	-2.876491	0.178365	-0.000269	-0.143068	0.000000	0.000000	-0.058779	0.481516	-0.224765	0.153012	0.072364	-0.100862	0.000000	0.000000
0.053125	0.099806	0.428493	0.017274	-0.163022	0.127481	0.014359	-7.379860	-9.437355	-0.997340	-0.278065	-0.065662	0.273094	-0.164053	-0.121706	0.000000	0.000000	-0.058779	0.634104	-1.429406	-0.097529	0.024178	-0.106965	0.000000	0.000000
0.054167	-0.052782	0.199611	0.017274	0.177706	-0.303122	0.096375	17.547706	10.287400	-1.035487	-0.011036	-1.270303	0.497200	-0.021899	-0.146120	0.000000	0.000000	-0.020633	0.557810	2.184518	-0.333651	-0.117976	-0.114594	0.054005	-0.152734
0.055208	-0.052782	0.504787	1.237977	0.003146	-0.303122	0.050599	0.244853	0.002541	-1.226221	-0.125477	-2.073397	0.665028	-0.033915	-0.133913	0.000000	0.000000	0.170102	0.634104	0.176782	-0.097529	0.038597	-0.082551	-0.218333	-0.551689
0.056250	-0.052782	0.275905	0.017274	-0.159666	0.124124	0.025803	-7.185528	-9.243022	-1.073634	0.103405	-3.679585	-0.152486	0.072069	-0.164430	0.000000	0.000000	0.360837	0.710398	-0.626312	-0.262954	-0.142129	-0.081025	0.000000	0.000000
0.057292	-0.052782	0.428493	-0.593077	0.004824	-0.409934	0.067765	0.000000	0.000000	-1.073634	0.065258	-1.270303	0.492393	-0.120673	-0.159853	0.000000	0.000000	0.208249	0.595957	2.184518	0.145803	-0.103556	-0.067292	0.047405	0.066744
0.058333	-0.205370	0.275905	0.017274	0.008181	0.013956	0.067765	-0.807887	0.473606	-0.921046	-0.125477	0.335885	0.183172	0.274425	-0.109499	-0.817019	0.545340	0.208249	0.557810	2.987612	-0.012413	-0.007185	-0.087129	0.002405	-0.004155
0.059375	-0.434252	0.123317	-1.203429	0.011538	0.008920	0.046784	0.000000	0.000000	-0.844752	-0.239918	-2.876491	0.351000	-0.009883	-0.135439	0.000000	0.000000	0.208249	0.557810	0.176782	0.067896	-0.151742	-0.108491	0.858354	0.384067
0.060417	-0.205370	0.275905	0.322450	0.259951	0.067361	0.025803	-0.208905	0.806175	-0.959193	-0.239918	-2.474944	-0.050547	0.127465	-0.133913	0.000000	0.000000	0.246396	0.443369	0.578330	-0.326441	-0.004782	-0.038301	0.008268	-0.564455
0.061458	-0.205370	0.275905	-0.898253	-0.075742	0.067361	0.124985	0.000000	0.000000	-0.882899	-0.087330	-1.671850	0.582315	0.132271	-0.158327	0.000000	0.000000	0.284543	0.443369	4.192253	-0.085513	-0.146935	-0.061189	0.035049	-0.020398
0.062500	-0.434252	0.352199	0.932802	-0.077421	-0.044486	0.102097	0.047690	-0.082998	-0.959193	-0.125477	-2.876491	0.022553	-0.113464	-0.156801	0.000000	0.000000	0.246396	0.481516	0.578330	-0.489463	0.091590	-0.106965	-0.158369	-0.846339
0.063542	-0.357958	0.123317	1.237977	-0.492002	-0.309836	0.067765	0.250276	-0.397424	-0.959193	-0.011036	-2.876491	0.336581	0.079279	-0.182741	0.000000	0.000000	0.322690	0.557810	1.782971	-0.413960	-0.048161	-0.097810	0.027012	-0.232174
0.064583	-0.052782	0.275905	-0.898253	-0.579282	-0.036093	0.083024	0.000000	0.000000	-1.035487	-0.011036	-0.868756	0.095652	-0.070084	-0.170534	0.000000	0.000000	0.170102	0.519663	2.184518	-0.010010	0.183154	-0.084077	-0.083842	-0.004582
0.065625	0.099806	0.123317	0.322450	-0.072385	0.074075	0.109726	-0.229726	-0.224485	-1.188074	-0.201771	-2.876491	0.187978	-0.127883	-0.156801	0.000000	0.000000	0.246396	0.634104	-0.224765	-0.177838	-0.101153	-0.088655	0.000000	0.000000
0.066667	0.023512	0.504787	1.848329	0.003146	0.125803	0.102097	-0.068063	0.001702	-0.921046	-0.049183	-1.671850	0.419293	0.129868	-0.136964	0.000000	0.000000	0.093808	0.519663	0.979877	0.230918	0.130162	-0.074922	-0.132835	0.235661
0.067708	-0.129076	0.504787	-0.898253	0.422762	-0.251395	0.021988	0.000000	0.000000	-1.111781	-0.011036	0.737433	-0.064966	0.214223	-0.146120	-0.290498	-0.088098	0.131955	0.519663	2.586065	-0.090319	-0.252920	-0.088655	0.097801	-0.034925
0.068750	0.099806	0.275905	0.322450	0.092104	-0.032736	0.041062	0.101524	0.285640	-1.035487	-0.201771	-0.065662	0.268288	-0.166456	-0.156801	0.000000	0.000000	0.093808	0.481516	1.782971	0.233322	-0.158952	-0.027619	0.089150	0.130861
0.069792	0.099806	0.199611	0.627626	-0.157987	0.020669	0.123078	-0.032933	-0.251722	-1.073634	-0.125477	-3.679585	0.022553	-0.024302	-0.179689	0.000000	0.000000	0.131955	0.290781	0.578330	-0.477447	-0.397477	-0.073396	0.687284	-0.825562
0.070833	-0.434252	-0.105564	-0.593077	0.184420	-0.097891	0.060135	0.000000	0.000000	-0.921046	-0.011036	-0.065662	0.095652	0.129868	-0.169008	0.000000	0.000000	0.131955	0.405222	0.176782	0.077509	-0.156548	-0.087129	0.885543	0.438445
0.071875	-0.281664	-0.029271	-0.898253	-0.069028	-0.147940	0.031525	0.000000	0.000000	-1.073634	-0.011036	-0.868756	0.095652	-0.168859	-0.101869	0.000000	0.000000	-0.020633	0.405222	4.995347	-0.243728	-0.069790	-0.081025	0.013971	-0.048791
0.072917	-0.357958	0.199611	1.237977	-0.157987	0.224222	0.069672	-0.181119	-0.127617	-0.882899	-0.125477	0.335885	0.665028	0.084086	-0.156801	-0.250340	1.979926	0.246396	0.443369	0.979877	-0.246132	0.043404	-0.074922	-0.044295	-0.251186
0.073958	-0.052782	-0.029271	-1.813780	0.518435	-0.089499	-0.058120	0.000000	0.000000	-0.959193	0.027111	-2.073397	0.012940	-0.017092	-0.141542	0.000000	0.000000	0.322690	0.710398	0.979877	-0.102336	0.048210	-0.091706	-0.049201	-0.104437
0.075000	-0.129076	0.275905	0.017274	-0.495359	0.122446	0.020081	-7.088361	-28.676277	-0.844752	0.065258	-2.876491	0.171155	-0.009883	-0.153749	0.000000	0.000000	0.284543	0.710398	2.586065	-0.262954	-0.146935	-0.096284	0.056818	-0.101681
0.076042	-0.205370	0.275905	0.017274	0.176028	0.120767	-0.012344	-6.991183	10.190216	-1.111781	-0.011036	-3.278038	0.416890	0.021480	-0.127809	0.000000	0.000000	0.475278	0.824839	1.381424	0.452621	0.009638	-0.099336	-0.006977	0.327648
0.077083	-0.357958	0.275905	1.237977	-0.159666	0.224222	-0.000900	-0.181119	-0.128973	-0.921046	0.065258	-2.073397	-0.310701	-0.014689	-0.153749	0.000000	0.000000	0.246396	0.786692	-0.224765	-0.026833	-0.197524	-0.070344	0.000000	0.000000
0.078125	0.176100	0.199611	-0.287902	-0.241910	0.182565	-0.035232	0.000000	0.000000	-1.073634	-0.049183	-3.278038	0.419293	-0.072488	-0.155275	0.000000	0.000000	0.322690	0.786692	0.979877	-0.107142	0.144582	-0.048982	-0.147551	-0.109342
0.079167	-0.205370	0.275905	-0.898253	-0.075742	0.174173	-0.012344	0.000000	0.000000	-1.035487	-0.087330	-0.467209	0.020149	-0.021899	-0.143068	0.000000	0.000000	0.131955	0.557810	0.578330	0.469443	-0.011991	-0.135957	0.020735	0.811723
0.080208	-0.052782	0.123317	-0.898253	0.263308	-0.036093	0.014359	0.000000	0.000000	-0.959193	-0.087330	-2.474944	0.261078	0.031093	-0.143068	0.000000	0.000000	0.170102	0.595957	0.578330	-0.336054	-0.202331	-0.087129	0.349854	-0.581077
0.081250	-0.052782	0.275905	0.627626	0.008181	-0.196311	0.041062	0.312783	0.013035	-0.921046	-0.163624	1.540527	0.105265	0.129868	-0.141542	-0.084301	0.068331	0.093808	0.595957	0.979877	0.065493	-0.062580	-0.087129	0.063866	0.066838
0.082292	0.099806	0.199611	0.932802	-0.241910	-0.353171	0.138337	0.378613	-0.259337	-0.959193	-0.239918	-1.270303	0.190381	-0.113464	-0.133913	0.000000	0.000000	0.208249	0.519663	0.176783	-0.250938	-0.055371	-0.079499	0.313213	-1.419473
0.083333	0.176100	0.275905	-0.593077	-0.495359	-0.084464	0.020081	0.000000	0.000000	-0.959193	-0.239918	-1.671850	0.431310	-0.161649	-0.167482	0.000000	0.000000	0.170102	0.443369	0.578330	0.155416	0.086783	-0.084077	-0.150058	0.268732
0.084375	0.099806	0.428493	-0.287902	0.256594	0.074075	-0.000900	0.000000	0.000000	-1.073634	-0.125477	-0.467209	0.183172	-0.024302	-0.149171	0.000000	0.000000	0.017514	0.595957	0.176783	-0.416363	-0.067387	-0.071870	0.381185	-2.355230
0.085417	0.099806	0.123317	0.627626	0.011538	0.020669	-0.069564	-0.032933	0.018384	-0.997340	-0.087330	0.335885	0.020149	0.269618	-0.165956	-0.802709	0.059989	0.284543	0.290781	2.184518	-0.316828	0.286735	-0.100862	-0.131258	-0.145033
0.086458	-0.434252	0.428493	-0.593077	0.004824	0.115732	0.088746	0.000000	0.000000	-1.035487	-0.049183	-2.876491	0.178365	-0.118270	-0.159853	0.000000	0.000000	0.131955	0.290781	0.979877	0.084719	-0.349291	-0.100862	0.356464	0.086459
0.087500	-0.129076	0.352199	-0.898253	-0.077421	0.069040	0.033433	0.000000	0.000000	-0.997340	-0.163624	-1.270303	0.667431	-0.115867	-0.150697	0.000000	0.000000	0.398984	0.405222	0.979877	-0.725585	0.149388	-0.073396	-0.152456	-0.740486
0.088542	-0.052782	0.199611	-1.203429	0.009860	-0.196311	0.027711	0.000000	0.000000	-0.882899	-0.125477	-0.868756	0.263481	-0.253214	-0.156801	0.000000	0.000000	0.322690	0.405222	1.782971	0.238128	0.240953	-0.103913	-0.135141	0.133557
0.089583	-0.281664	0.123317	0.627626	0.179385	0.119089	-0.048583	-0.189745	0.285815	-0.844752	-0.011036	-1.270303	0.175962	-0.009883	-0.175111	0.000000	0.000000	0.170102	0.214487	-1.027859	0.009216	-0.105960	-0.047456	0.000000	0.000000
0.090625	-0.052782	0.123317	0.627626	0.011538	-0.089499	0.002915	0.142599	0.018384	-0.768458	-0.125477	-2.474944	0.102862	0.428595	-0.130861	0.000000	0.000000	0.284543	0.405222	0.176782	-0.564966	-0.146935	-0.041352	0.831165	-3.195825
0.091667	-0.205370	-0.029271	0.932802	-0.069028	-0.146262	0.067765	0.156798	-0.074001	-0.806605	-0.125477	-0.065662	-0.218376	-0.152036	-0.153749	0.000000	0.000000	0.208249	0.443369	3.389159	-0.567369	-0.055371	-0.100862	0.016338	-0.167407
