BioWare Version 5.0.3.0 Export
Device:	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	UniHalleKlein 9286BA	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	TEZ Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11	Spowi Klein 9281B11
Date	Oct 29, 2022  10:39:06
Name	
ID	
Classification	
Description	
abs time (s)	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay	Fx	Fy	Fz	Mx	My	Mz	Ax	Ay
	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m	N	N	N	N m	N m	N m	m	m
0.000000	-0.577723	0.250954	-0.913608	-0.333825	-0.180653	-0.017142	0.000000	0.000000	-15.831953	-40.155326	161.934592	22.513697	-14.749113	0.537167	0.091081	0.139030	1.956053	1.223825	1.904191	0.120895	-0.067087	0.071937	0.035231	0.063489
0.001042	-0.425135	0.174660	-0.608432	0.423164	0.089733	-0.057196	0.000000	0.000000	-15.755659	-40.498649	160.328414	22.535329	-14.744308	0.456295	0.091963	0.140557	1.536436	0.766061	1.502644	0.069424	0.147406	-0.137108	-0.098098	0.046201
0.002083	0.185216	0.174660	-1.218784	0.758857	0.209972	-0.041938	0.000000	0.000000	-14.534956	-41.948234	162.336138	22.867579	-15.390187	0.358639	0.094804	0.140866	-0.065737	0.727914	1.904191	-0.008482	-0.001717	-0.239342	0.000902	-0.004454
0.003125	-0.119959	0.403542	-2.134311	0.334205	0.256664	-0.013327	0.000000	0.000000	-14.306074	-42.100821	165.146982	23.439361	-15.327583	0.282345	0.092812	0.141930	-0.447206	0.041269	-0.906638	-0.045533	-0.170306	-0.364464	0.000000	0.000000
0.004167	0.261510	0.632424	1.527798	0.329170	0.051434	-0.009513	-0.033665	0.215454	-14.725691	-42.673026	165.146973	23.636027	-15.739503	0.499020	0.095306	0.143121	-0.447206	0.232004	1.502644	-0.378787	-0.073935	-0.115746	0.049203	-0.252080
0.005208	-0.119959	0.632424	0.612271	0.077400	-0.010364	0.125909	0.016928	0.126414	-17.014509	-42.787467	168.760900	23.723547	-15.931885	0.616512	0.094405	0.140575	0.048704	-0.187613	1.904191	0.049196	-0.187250	-0.207299	0.098336	0.025836
0.006250	0.414098	0.479836	0.612271	0.584296	-0.212238	0.074411	0.346641	0.954311	-18.349653	-42.787467	173.177916	24.285712	-15.967813	0.721798	0.092205	0.140236	-0.027590	0.079416	1.502644	-0.047936	-0.240242	-0.031823	0.159879	-0.031901
0.007292	0.414098	0.556130	0.917446	-0.172692	-0.052021	0.076318	0.056702	-0.188231	-19.227034	-42.825614	175.185647	24.850280	-16.360387	0.761471	0.093389	0.141851	0.315733	-0.378348	-0.505091	0.221832	-0.074056	-0.185937	0.000000	0.000000
0.008333	0.185216	0.403542	-0.913608	-0.337182	-0.270679	0.040078	0.000000	0.000000	-18.883711	-43.550406	178.799578	24.976253	-16.772429	0.752316	0.093806	0.139689	-0.103884	-0.187613	1.101097	-0.111422	-0.196863	-0.112694	0.178788	-0.101192
0.009375	0.490392	0.098366	1.222622	0.089149	-0.103748	0.040078	0.084857	0.072916	-18.654829	-44.046317	179.201128	25.409043	-16.613453	0.747738	0.092708	0.141791	-0.409059	-0.111319	-0.906638	-0.357157	0.217582	-0.155419	0.000000	0.000000
0.010417	0.032628	0.327248	0.917446	0.000190	-0.060413	0.053430	0.065849	0.000207	-18.540388	-44.923697	183.618134	25.384007	-17.136284	0.735531	0.093326	0.138243	-0.485353	-0.073172	1.101097	-0.279251	-0.124524	-0.199669	0.113091	-0.253612
0.011458	0.185216	0.174660	0.001919	-0.080376	-0.217274	-0.045752	0.000000	0.000000	-19.341475	-45.114432	182.011955	25.396025	-17.668610	0.738583	0.097074	0.139529	-0.065737	0.460885	-0.103544	-0.232587	-0.146274	-0.170678	0.000000	0.000000
0.012500	-0.119959	0.174660	-0.913608	0.674934	0.043041	-0.045752	0.000000	0.000000	-20.676619	-45.305167	187.232062	26.452063	-17.608167	0.900326	0.094045	0.141280	0.392027	0.804208	-0.906638	0.227640	-0.021063	-0.156945	0.000000	0.000000
0.013542	-0.501429	0.403542	1.222622	0.250282	0.194866	-0.026679	-0.159384	0.204709	-21.706587	-45.572196	191.649078	26.388576	-17.817612	0.933895	0.092970	0.137692	1.040526	1.185678	-0.906638	0.364226	-0.269322	-0.124901	0.000000	0.000000
0.014583	-0.654017	0.327248	0.307095	-0.335503	0.138104	0.001931	-0.449710	-1.092507	-21.782881	-45.839225	192.853724	27.128184	-18.063347	1.023922	0.093663	0.140667	1.078673	1.071237	-0.103544	-0.271039	-0.074176	-0.109643	0.000000	0.000000
0.015625	-0.577723	0.479836	-1.829136	0.080756	-0.020435	-0.049567	0.000000	0.000000	-21.630293	-46.602164	197.672296	27.176251	-18.439220	1.072750	0.093282	0.137481	0.468321	1.109384	0.699550	0.047795	-0.112628	-0.123376	0.161001	0.068323
0.016667	-0.882899	0.250954	0.307095	-0.165978	0.133068	-0.005698	-0.433313	-0.540478	-21.744734	-46.335135	199.278484	27.480666	-18.831915	0.968990	0.094500	0.137901	-0.103884	0.727914	1.101097	-0.329720	-0.004120	-0.219506	0.003742	-0.299446
0.017708	-0.425135	0.556130	-1.218784	0.246925	0.089733	-0.032401	0.000000	0.000000	-22.469526	-46.754752	202.089313	27.748029	-18.733019	0.987301	0.092697	0.137306	-0.370912	0.880502	-0.505091	-0.178714	-0.020943	-0.251549	0.000000	0.000000
0.018750	-0.654017	0.479836	0.612271	-0.087090	0.191509	0.017190	-0.312785	-0.142241	-23.613935	-47.021781	204.900137	28.487636	-19.142416	1.089535	0.093423	0.139032	-0.180177	0.651620	0.298003	0.317562	-0.008927	-0.243920	0.029955	1.065635
0.019792	-0.425135	0.098366	-1.218784	-0.078698	-0.017078	-0.001883	0.000000	0.000000	-24.453169	-47.441398	210.521796	28.674691	-19.388031	1.207028	0.092095	0.136208	0.201292	0.575326	0.699550	0.402678	-0.033080	-0.131005	0.047287	0.575625
0.020833	-0.119959	0.174660	0.612271	-0.080376	-0.010364	-0.083899	0.016928	-0.131276	-24.949080	-48.128043	213.332624	28.958877	-20.142058	1.266537	0.094416	0.135745	0.659056	0.689767	1.904191	0.154540	-0.148798	-0.150841	0.078142	0.081158
0.021875	-0.043666	0.250954	2.138150	0.001868	0.044720	-0.007605	-0.020915	0.000874	-25.292402	-48.852836	213.734168	29.406086	-20.308244	1.257382	0.095016	0.137583	0.392027	0.689767	-0.103544	-0.086388	-0.213806	-0.143212	0.000000	0.000000
0.022917	0.261510	0.632424	-0.303257	-0.006524	-0.055378	-0.036216	0.000000	0.000000	-25.444990	-49.806506	217.749640	30.269262	-20.317857	1.237546	0.093308	0.139009	0.086851	0.613473	2.707285	-0.001272	-0.088475	-0.234765	0.032680	-0.000470
0.023958	0.490392	0.098366	0.307095	-0.834008	-0.050343	-0.081992	0.163931	-2.715799	-25.788313	-50.531299	218.552741	29.993687	-20.628601	1.203976	0.094387	0.137238	0.124998	0.270151	1.502644	-0.220571	-0.037886	-0.201195	0.025213	-0.146789
0.025000	0.185216	0.479836	0.307095	-0.171014	-0.057056	0.011468	0.185794	-0.556875	-26.360518	-51.065356	221.363561	30.268258	-20.905577	1.297055	0.094440	0.136736	0.010557	0.308298	1.904191	0.339192	0.003090	-0.207299	-0.001623	0.178129
0.026042	0.261510	0.403542	-0.608432	0.082435	-0.429218	0.003839	0.000000	0.000000	-27.123457	-51.713855	222.166663	30.790973	-21.242757	1.362668	0.095616	0.138594	0.353880	0.384591	2.305738	-0.067162	-0.216209	-0.221032	0.093770	-0.029128
0.027083	0.108922	0.479836	0.001919	0.080756	-0.218952	-0.066733	0.000000	0.000000	-28.038984	-52.209766	230.197609	30.500978	-21.493178	1.373349	0.093368	0.132499	0.277586	0.117563	1.101097	-0.130649	0.116284	-0.161522	-0.105607	-0.118653
0.028125	0.261510	0.250954	-1.829136	0.085792	0.104839	-0.064826	0.000000	0.000000	-28.687483	-52.438648	229.796049	31.720036	-21.967703	1.417599	0.095597	0.138036	0.086851	-0.149466	-0.906638	0.127103	-0.040290	-0.192040	0.000000	0.000000
0.029167	-0.272547	0.327248	-0.913608	-0.167657	-0.280750	-0.114417	0.000000	0.000000	-28.878218	-52.514942	233.409981	31.805154	-21.931535	1.425229	0.093961	0.136263	-0.218324	-0.187613	1.502644	0.290125	-0.059516	-0.159997	0.039607	0.193076
0.030208	-0.272547	0.479836	0.612271	-0.087090	-0.013721	-0.022864	0.022411	-0.142241	-29.145247	-52.972706	236.220804	31.271826	-22.478399	1.503049	0.095158	0.132384	-0.409059	-0.187613	-0.906638	-0.191732	0.024839	-0.185937	0.000000	0.000000
0.031250	-0.119959	0.479836	1.222622	0.248603	-0.117176	-0.045752	0.095840	0.203336	-29.603010	-53.506763	236.220809	32.269186	-22.699981	1.579343	0.096096	0.136606	-0.256471	-0.111319	1.101097	0.205009	-0.495590	-0.228661	0.450087	0.186186
0.032292	-0.654017	0.479836	-1.218784	0.248603	0.084698	0.017190	0.000000	0.000000	-30.289656	-53.354176	244.251745	33.062665	-23.128724	1.579343	0.094692	0.135363	-0.027590	0.003122	0.298003	-0.284058	-0.095685	-0.205773	0.321087	-0.953204
0.033333	-0.425135	0.479836	0.001919	-0.422784	-0.230701	0.061059	0.000000	0.000000	-30.861860	-53.430470	245.054843	33.228092	-23.357517	1.681577	0.095315	0.135595	0.010557	0.499032	0.699550	-0.074372	-0.430581	-0.193566	0.615512	-0.106314
0.034375	-0.348841	0.327248	0.001919	-0.251580	0.411846	0.001931	0.000000	0.000000	-31.357771	-53.544910	246.661032	33.877776	-23.292387	1.687680	0.094431	0.137345	0.239439	0.575326	-0.906638	0.402678	-0.030676	-0.156945	0.000000	0.000000
0.035417	0.032628	0.556130	-1.218784	-0.088769	-0.007008	0.062966	0.000000	0.000000	-31.472212	-53.850086	250.676501	34.057621	-23.588710	1.747189	0.094100	0.135863	0.353880	0.804208	-0.505091	-0.013288	-0.264395	-0.158471	0.000000	0.000000
0.036458	0.032628	0.327248	-0.608432	-0.083733	0.099804	0.049615	0.000000	0.000000	-31.815535	-53.773792	257.101262	34.534673	-24.188569	1.794492	0.094082	0.134323	0.201292	1.071237	-0.505091	0.291127	0.111477	-0.208825	0.000000	0.000000
0.037500	-0.196253	0.174660	1.222622	0.087470	0.094769	-0.055289	-0.077513	0.071543	-32.158857	-54.002674	257.904350	34.549090	-24.306568	1.844846	0.094246	0.133961	0.277586	0.994943	3.510380	0.295933	0.019912	-0.196618	-0.005672	0.084302
0.038542	0.185216	0.022072	-1.523960	0.006904	0.049755	0.022912	0.000000	0.000000	-32.540327	-54.078968	261.116726	34.875135	-24.812458	1.878415	0.095024	0.133561	0.468321	1.376413	0.298003	0.271900	-0.064443	-0.210351	0.216248	0.912408
0.039583	0.185216	0.098366	0.612271	-0.246545	-0.110462	-0.074363	0.180414	-0.402673	-33.112532	-54.078968	265.935297	35.517612	-25.041250	2.008115	0.094163	0.133557	0.468321	1.223825	-0.103544	0.040585	-0.209000	-0.210351	0.000000	0.000000
0.040625	0.032628	0.327248	0.001919	-0.083733	-0.007008	0.034356	0.000000	0.000000	-33.684736	-54.307850	266.738379	35.853267	-25.173669	2.101193	0.094376	0.134414	0.582762	1.185678	3.108833	0.042989	-0.201790	-0.201195	0.064909	0.013828
0.041667	-0.043666	0.327248	0.612271	0.084113	-0.008686	0.028634	0.014187	0.137379	-34.256941	-54.345997	269.950767	36.337529	-25.306090	2.131711	0.093743	0.134608	0.430174	0.880502	3.108833	0.222833	-0.115031	-0.207299	0.037002	0.071678
0.042708	0.185216	0.250954	0.917446	0.001869	-0.270679	-0.005698	0.295036	0.002037	-34.295088	-54.613026	273.966232	36.836207	-25.790349	2.143918	0.094137	0.134455	0.353880	0.842355	3.911927	0.385856	-0.216209	-0.214928	0.055269	0.098636
0.043750	-0.119959	0.250954	-0.303257	-0.501672	0.043041	-0.005698	0.000000	0.000000	-34.638411	-54.803761	275.572417	37.490698	-26.197464	2.238522	0.095066	0.136047	0.201292	0.766061	0.298003	-0.171504	0.015106	-0.239342	-0.050691	-0.575511
0.044792	-0.272547	0.327248	0.917446	0.000190	0.146496	0.011468	-0.159678	0.000207	-35.096174	-55.185230	281.595629	37.755660	-26.370860	2.311765	0.093648	0.134078	0.124998	0.651620	2.707286	0.156944	-0.375186	-0.222558	0.138584	0.057971
0.045833	-0.119959	0.022072	-1.218784	0.258674	-0.330799	0.011468	0.000000	0.000000	-35.477644	-55.452259	280.390989	38.013412	-26.635822	2.325497	0.094995	0.135573	0.163145	0.460885	-0.906638	0.409888	-0.228226	-0.219506	0.000000	0.000000
0.046875	-0.119959	0.022072	0.001919	0.426521	-0.117176	0.202203	0.000000	0.000000	-36.011702	-55.642994	283.201818	38.266357	-26.910396	2.391110	0.095022	0.135120	0.315733	0.270150	0.298003	-0.140262	-0.074056	-0.187462	0.248506	-0.470672
0.047917	-0.272547	0.403542	0.612271	-0.421105	-0.120533	0.066781	0.196862	-0.687776	-36.278730	-55.948170	286.012651	38.526511	-27.457261	2.468930	0.096000	0.134702	0.163145	0.193856	1.502644	0.105473	-0.228226	-0.236291	0.151883	0.070192
0.048958	-0.425135	0.174660	-1.523960	0.171394	-0.070484	-0.061011	0.000000	0.000000	-36.812792	-56.215199	288.020384	38.623642	-27.442721	2.494871	0.095280	0.134100	0.315733	0.003122	-0.505091	-0.284058	0.022316	-0.192040	0.000000	0.000000
0.050000	-0.043666	0.861306	-0.303257	-0.515099	0.044720	0.099206	0.000000	0.000000	-36.850939	-56.558521	291.634315	39.689296	-27.782424	2.528440	0.095265	0.136093	0.124998	0.155710	3.911927	0.107876	-0.037886	-0.224084	0.009685	0.027576
0.051042	-0.043666	0.174660	-1.523960	0.507087	0.044720	0.028634	0.000000	0.000000	-37.346849	-56.672962	295.248236	39.455576	-28.150966	2.592527	0.095347	0.133635	-0.027590	0.003122	-0.103544	-0.203748	-0.143871	-0.221032	0.000000	0.000000
0.052083	-0.119959	0.174660	0.612271	0.087470	-0.117176	0.038171	0.191379	0.142862	-37.919054	-56.749256	296.854422	39.781620	-28.668871	2.648985	0.096576	0.134011	-0.027590	0.079416	-0.505091	0.192992	0.000686	-0.233239	0.000000	0.000000
0.053125	-0.348841	0.174660	1.832974	-0.248223	-0.229023	0.059152	0.124946	-0.135421	-38.262377	-56.978138	302.476085	40.277897	-28.786872	2.659666	0.095171	0.133161	0.163145	0.079416	1.904191	-0.128245	-0.180040	-0.188988	0.094549	-0.067349
0.054167	0.032628	0.098366	0.001919	-0.078698	0.099804	-0.005698	0.000000	0.000000	-38.567553	-57.130726	302.074532	40.207200	-28.854283	2.671873	0.095520	0.133104	0.124998	-0.035025	0.699550	0.119893	0.058485	-0.246972	-0.083604	0.171386
0.055208	-0.348841	0.479836	-0.303257	-0.338860	0.144817	0.043893	0.000000	0.000000	-38.758287	-57.359608	305.286914	41.506572	-29.155414	2.694761	0.095502	0.135959	0.239439	0.384591	1.101097	-0.147471	0.017509	-0.268334	-0.015902	-0.133931
0.056250	-0.119959	0.479836	0.307095	-0.003167	-0.277393	0.019097	0.903282	-0.010312	-39.063463	-57.474049	308.499286	40.871305	-29.367382	2.729856	0.095194	0.132484	0.392027	0.499032	-0.505091	-0.154681	-0.069249	-0.233239	0.000000	0.000000
0.057292	-0.043666	0.022072	0.001919	0.426521	-0.008686	0.085855	0.000000	0.000000	-39.597521	-57.550343	310.507020	41.598895	-29.641956	2.714597	0.095463	0.133971	0.392027	0.766061	-0.103544	0.390662	-0.213806	-0.222558	0.000000	0.000000
0.058333	0.032628	0.098366	-1.523960	0.005225	0.153210	-0.062919	0.000000	0.000000	-39.826403	-58.008106	314.120944	41.868663	-29.993675	2.751218	0.095484	0.133288	0.392027	0.880502	-1.308185	0.303143	0.027122	-0.248498	0.000000	0.000000
0.059375	0.032628	0.403542	-1.523960	-0.001488	0.260021	0.062966	0.000000	0.000000	-40.246017	-58.008106	316.931766	42.270209	-30.261038	2.801573	0.095481	0.133373	0.430174	1.071237	0.699550	-0.271039	-0.018660	-0.236291	0.026675	-0.387448
0.060417	-0.425135	0.403542	0.001919	-0.085412	0.196545	0.005746	0.000000	0.000000	-40.551193	-57.969959	317.333316	42.026877	-30.424821	2.824461	0.095877	0.132438	0.468321	1.185678	0.298003	-0.358559	-0.160814	-0.217980	0.539638	-1.203205
0.061458	0.185216	0.632424	-1.218784	-0.258294	-0.110462	-0.007605	0.000000	0.000000	-40.741928	-58.084400	323.356525	42.917492	-30.966880	2.842772	0.095767	0.132725	0.544615	1.261972	0.298003	-0.202746	0.133107	-0.205773	-0.446662	-0.680350
0.062500	0.032628	0.403542	-0.608432	0.250282	-0.220631	0.036264	0.000000	0.000000	-40.970810	-58.160694	326.568905	42.922299	-30.981300	2.827513	0.094869	0.131434	0.392027	0.842355	1.101097	-0.015692	-0.069249	-0.265282	0.062891	-0.014251
0.063542	-0.043666	-0.054222	0.307095	0.176429	-0.062092	-0.041938	0.202191	0.574510	-41.466721	-58.809193	325.364262	43.204082	-31.253471	2.891600	0.096057	0.132787	0.277586	0.842355	2.707286	0.144927	-0.076459	-0.263756	0.028242	0.053532
0.064583	-0.119959	0.174660	-0.913608	-0.332146	-0.170582	0.007653	0.000000	0.000000	-41.314133	-58.885487	328.978189	43.449817	-31.581157	2.848875	0.095998	0.132075	0.544615	0.880502	-0.906638	-0.098404	0.084921	-0.245446	0.000000	0.000000
0.065625	0.032628	-0.054222	1.222622	0.092506	0.099804	0.074411	-0.081631	0.075662	-41.695602	-58.847340	332.190569	44.411128	-31.797933	2.850401	0.095722	0.133692	0.430174	0.766061	0.699550	0.069424	-0.115031	-0.230187	0.164436	0.099241
0.066667	-0.272547	0.327248	1.527798	-0.167657	0.146496	-0.102973	-0.095887	-0.109737	-42.382248	-59.610279	332.993666	44.619812	-32.130306	2.887022	0.096489	0.133996	0.201292	0.537179	2.305738	0.083844	-0.225822	-0.288170	0.097939	0.036363
0.067708	0.032628	0.098366	0.001919	-0.414391	-0.113819	0.036264	0.000000	0.000000	-42.572983	-59.953602	336.607580	44.239892	-31.997764	2.945005	0.095060	0.131429	0.010557	0.384591	-0.103544	0.254076	-0.237839	-0.182885	0.000000	0.000000
0.068750	-0.119959	0.327248	-1.523960	-0.503350	0.043041	0.038171	0.000000	0.000000	-42.801865	-60.220631	340.221502	44.979500	-32.349483	2.931273	0.095084	0.132207	0.086851	0.842355	3.108833	-0.096001	-0.329403	-0.250023	0.105957	-0.030880
0.069792	-0.043666	0.708718	0.001919	0.075721	0.311749	0.068689	0.000000	0.000000	-43.221481	-60.449512	341.024590	44.833300	-32.665032	2.954161	0.095785	0.131466	-0.065737	0.422738	0.298003	-0.310493	-0.098088	-0.227135	0.329152	-1.041914
0.070833	0.185216	0.708718	0.001919	0.075721	-0.003651	-0.005698	0.000000	0.000000	-43.259628	-60.640247	343.433891	45.327176	-33.245665	2.966368	0.096804	0.131982	0.201292	0.155710	-0.505091	0.188186	0.015106	-0.233239	0.000000	0.000000
0.071875	0.032628	0.861306	0.001919	-0.095483	-0.113819	0.009561	0.000000	0.000000	-43.526657	-60.754688	345.843147	45.495000	-33.262485	2.963316	0.096178	0.131548	0.239439	-0.149466	-0.103544	0.127103	-0.127048	-0.277489	0.000000	0.000000
0.072917	0.032628	0.403542	-0.913608	-0.505028	0.046398	0.021005	0.000000	0.000000	-43.908127	-60.640247	346.646267	45.969652	-33.093779	2.998411	0.095468	0.132613	0.315733	-0.340201	0.298003	-0.262428	-0.170427	-0.245446	0.571897	-0.880623
0.073958	0.032628	0.098366	0.001919	0.089149	-0.007008	-0.005698	0.000000	0.000000	-44.404037	-60.907276	350.260189	46.066782	-33.655063	3.028929	0.096086	0.131522	0.239439	-0.225760	1.101097	0.533456	0.017509	-0.231713	-0.015902	0.484477
0.075000	-0.119959	0.327248	-0.303257	0.168037	-0.063770	0.064874	0.000000	0.000000	-44.747360	-60.792835	353.874119	46.300503	-33.724878	3.044188	0.095302	0.130839	0.430174	0.079416	3.108833	-0.208555	-0.115031	-0.254601	0.037002	-0.067085
0.076042	0.108922	0.250954	-1.218784	-0.082055	-0.112141	0.057244	0.000000	0.000000	-45.128830	-61.212452	355.480286	46.487554	-33.941651	3.027403	0.095481	0.130774	0.392027	0.308297	4.715021	-0.062355	-0.117435	-0.237816	0.024907	-0.013225
0.077083	0.108922	0.250954	0.612271	-0.082055	-0.112141	0.057244	0.183155	-0.134017	-45.662888	-61.288746	357.086479	46.652979	-34.071669	3.088438	0.095416	0.130649	0.048704	0.460885	1.101097	-0.152278	-0.090878	-0.248498	0.082534	-0.138296
0.078125	-0.348841	-0.130516	-1.523960	0.010261	0.358440	-0.024772	0.000000	0.000000	-46.311386	-61.365040	361.101965	47.139645	-34.305268	3.117430	0.095002	0.130544	-0.180177	0.766061	0.699550	0.230043	0.135630	-0.224084	-0.193882	0.328845
0.079167	-0.119959	0.250954	1.527798	-0.333825	-0.063770	0.005746	0.041740	-0.218501	-46.769150	-61.288746	363.109682	47.375763	-34.575034	3.181517	0.095219	0.130472	0.124998	1.033090	2.305738	0.213220	0.058485	-0.311059	-0.025365	0.092474
0.080208	-0.043666	0.022072	1.222622	0.258674	-0.008686	-0.028586	0.007104	0.211573	-47.074326	-61.517628	364.715878	47.711422	-34.979746	3.196776	0.095910	0.130818	0.468321	1.300119	-0.906638	0.035779	-0.112628	-0.274438	0.000000	0.000000
0.081250	0.261510	0.403542	-1.523960	-0.001488	-0.162189	0.083947	0.000000	0.000000	-47.684677	-61.555771	370.739071	47.954752	-35.162753	3.271543	0.094845	0.129349	0.430174	1.223825	-0.103544	0.201204	-0.211403	-0.227135	0.000000	0.000000
0.082292	0.108922	0.250954	-0.303257	0.001868	0.154888	0.041986	0.000000	0.000000	-48.218735	-61.517624	370.739071	48.112967	-35.292770	3.315794	0.095196	0.129776	0.582762	1.147531	0.298003	-0.195537	-0.153604	-0.260705	0.515445	-0.656157
0.083333	-0.196253	0.556130	0.917446	-0.004845	0.254986	-0.053382	-0.277930	-0.005281	-48.447617	-61.670212	373.951469	48.925677	-35.692678	3.276121	0.095447	0.130834	0.620909	1.109384	3.510380	0.128104	0.041542	-0.242394	-0.011834	0.036493
0.084375	-0.043666	0.479836	0.307095	-0.338860	0.044720	0.082040	-0.145622	-1.103438	-49.019821	-61.746506	373.549894	49.171408	-35.873280	3.378355	0.096033	0.131633	0.353880	0.766061	0.699550	0.230043	-0.312581	-0.254601	0.446831	0.328845
0.085417	-0.196253	0.937600	0.612271	0.238532	0.094769	-0.055289	-0.154782	0.389586	-49.401291	-62.242416	375.959187	49.042033	-36.379171	3.352415	0.096764	0.130445	0.544615	0.689767	1.101097	-0.006079	-0.252379	-0.250023	0.229207	-0.005520
0.086458	-0.272547	0.403542	-1.523960	0.166358	0.360119	0.021005	0.000000	0.000000	-50.087936	-62.471298	378.368473	49.377690	-36.326058	3.474485	0.096007	0.130502	0.544615	0.346444	0.699550	-0.225377	-0.107822	-0.263756	0.154130	-0.322175
0.087500	0.108922	0.022072	1.222622	-0.412713	-0.218952	0.009561	0.179084	-0.337564	-50.889023	-62.814621	379.171576	49.559942	-36.472899	3.529417	0.096191	0.130706	0.315733	0.422738	-0.103544	-0.230184	0.263244	-0.269860	0.000000	0.000000
0.088542	-0.196253	0.327248	-0.913608	-0.671197	-0.385883	-0.024772	0.000000	0.000000	-51.651962	-63.234238	382.785494	49.987922	-37.051006	3.500425	0.096793	0.130590	0.201292	0.460885	-0.103544	-0.071968	-0.225822	-0.230187	0.000000	0.000000
0.089583	-0.119959	0.327248	-0.913608	0.000190	-0.170582	0.034356	0.000000	0.000000	-52.071579	-63.653854	383.990137	50.415906	-37.221999	3.598081	0.096935	0.131295	0.277586	0.346444	0.699550	-0.225377	-0.124645	-0.256127	0.178178	-0.322175
0.090625	-0.043666	0.327248	1.222622	-0.587273	-0.222309	0.013375	0.181830	-0.480339	-52.567490	-63.844589	386.800974	50.668852	-37.494171	3.628599	0.096934	0.130995	-0.065737	0.117563	0.298003	0.190589	-0.001717	-0.227135	0.005761	0.639555
0.091667	0.185216	0.250954	1.222622	0.085792	-0.003651	-0.036216	0.002986	0.070170	-53.139694	-64.073471	390.816433	51.004508	-37.915703	3.712522	0.097017	0.130508	-0.142030	0.117563	-1.308185	0.351208	0.186219	-0.300377	0.000000	0.000000
0.092708	0.185216	0.403542	0.307095	-0.001488	0.049755	0.089669	-0.162019	-0.004847	-53.750046	-64.264206	393.225723	51.016525	-37.761413	3.741514	0.096030	0.129739	-0.332765	0.117563	-0.103544	0.110280	-0.066725	-0.256127	0.000000	0.000000
